"state","countyID","prenum","party","pvoteper","svoteper"
"MN",2,510,"DFL",40.78,51
"MN",2,520,"R",51.46,54.12
"MN",2,520,"DFL",40.21,45.75
"MN",2,530,"R",48.05,55.18
"MN",2,530,"DFL",43.03,44.78
"MN",2,540,"R",50.88,61.63
"MN",2,540,"DFL",40.38,38.37
"MN",2,705,"R",49.91,55.64
"MN",2,705,"DFL",39.22,44.36
"MN",2,805,"R",23.41,27.09
"MN",2,805,"DFL",67.99,72.42
"MN",2,815,"R",25.22,31.13
"MN",2,815,"DFL",65.39,68.27
"MN",2,825,"R",27.99,32.83
"MN",2,825,"DFL",61.25,67.09
"MN",2,835,"R",29.89,33.85
"MN",2,835,"DFL",61.49,65.78
"MN",2,905,"R",60.94,64.62
"MN",2,905,"DFL",31.92,35.25
"MN",2,1010,"R",49.93,64.87
"MN",2,1010,"DFL",40.76,35.02
"MN",2,1020,"R",45.33,48
"MN",2,1020,"DFL",42.88,51.71
"MN",2,1110,"R",49.96,47.26
"MN",2,1110,"DFL",41.04,52.55
"MN",2,1120,"R",49.11,47.27
"MN",2,1120,"DFL",39.61,52.55
"MN",2,1205,"R",48.5,48.54
"MN",2,1205,"DFL",42.3,51.39
"MN",2,1215,"R",43.69,46.61
"MN",2,1215,"DFL",47.57,52.94
"MN",2,1305,"R",47.4,48.34
"MN",2,1305,"DFL",43.74,51.59
"MN",2,1315,"R",43.06,45.41
"MN",2,1315,"DFL",48.02,54.44
"MN",2,1405,"R",47.88,44.4
"MN",2,1405,"DFL",41.37,55.4
"MN",2,1415,"R",45.03,41.27
"MN",2,1415,"DFL",45.63,58.63
"MN",2,1425,"R",42.81,45.31
"MN",2,1425,"DFL",49.04,54.46
"MN",2,1510,"R",64.48,66.19
"MN",2,1510,"DFL",27.75,33.66
"MN",2,1605,"R",36,43.24
"MN",2,1605,"DFL",53.71,56.31
"MN",2,1615,"R",30.84,36.5
"MN",2,1615,"DFL",58.9,63.5
"MN",2,1705,"R",35.98,42.02
"MN",2,1705,"DFL",54.71,57.87
"MN",2,1715,"R",35.77,42.58
"MN",2,1715,"DFL",53.98,57.35
"MN",2,1805,"R",37.63,40.95
"MN",2,1805,"DFL",53.26,58.86
"MN",2,1815,"R",29.93,33.73
"MN",2,1815,"DFL",60.72,66
"MN",2,1905,"R",59.32,63.73
"MN",2,1905,"DFL",30.24,36.02
"MN",2,1915,"R",64.46,68.43
"MN",2,1915,"DFL",27.89,31.39
"MN",2,1925,"R",62.89,72.08
"MN",2,1925,"DFL",28.44,27.84
"MN",2,2005,"R",22.78,24.2
"MN",2,2005,"DFL",68.35,74.43
"MN",2,2205,"R",55.04,60.37
"MN",2,2205,"DFL",36.33,39.36
"MN",2,2215,"R",49.43,60.24
"MN",2,2215,"DFL",40.57,39.76
"MN",2,2225,"R",48.69,59.95
"MN",2,2225,"DFL",42.93,40.05
"MN",2,2235,"R",49.44,64.1
"MN",2,2235,"DFL",40.69,35.8
"MN",2,2310,"R",59.49,60.73
"MN",2,2310,"DFL",32.69,39.18
"MN",2,2410,"R",71.49,73.24
"MN",2,2410,"DFL",22.16,26.76
"MN",2,2510,"R",68.4,71.8
"MN",2,2510,"DFL",24.49,28.2
"MN",2,2520,"R",65.9,69.36
"MN",2,2520,"DFL",25.88,30.64
"MN",2,2610,"R",62.58,72.68
"MN",2,2610,"DFL",29.5,27.32
"MN",2,2710,"R",60.97,71.55
"MN",2,2710,"DFL",29.97,28.19
"MN",2,2810,"R",56.59,66.53
"MN",2,2810,"DFL",34.89,33.47
"MN",2,2910,"R",55.75,71.1
"MN",2,2910,"DFL",35.18,28.84
"MN",2,3010,"R",67.78,66.41
"MN",2,3010,"DFL",25.62,33.52
"MN",2,3110,"R",41.42,48.07
"MN",2,3110,"DFL",48.15,51.73
"MN",3,5,"R",74.19,71.19
"MN",3,5,"DFL",19.35,28.81
"MN",3,15,"R",62.74,63.84
"MN",3,15,"DFL",27.4,35.88
"MN",3,25,"R",44.44,44.21
"MN",3,25,"DFL",45.45,55.79
"MN",3,35,"R",56.91,52.07
"MN",3,35,"DFL",31.71,47.11
"MN",3,45,"R",68.71,60
"MN",3,45,"DFL",25.17,40
"MN",3,51,"R",67.54,61.42
"MN",3,51,"DFL",21.79,38.58
"MN",3,55,"R",60.49,54.97
"MN",3,55,"DFL",31.31,44.95
"MN",3,75,"R",61.25,56.45
"MN",3,75,"DFL",32.37,43.49
"MN",3,85,"R",69.34,63.19
"MN",3,85,"DFL",25.86,36.61
"MN",3,95,"R",52,62.16
"MN",3,95,"DFL",38.67,37.84
"MN",3,105,"R",70,64.37
"MN",3,105,"DFL",23.89,35.63
"MN",3,115,"R",70.03,65.54
"MN",3,115,"DFL",26.16,34.46
"MN",3,125,"R",61.69,56.12
"MN",3,125,"DFL",32.57,43.88
"MN",3,135,"R",60.29,61.19
"MN",3,135,"DFL",32.85,38.81
"MN",3,145,"R",45.96,35.23
"MN",3,145,"DFL",50.51,64.77
"MN",3,155,"R",74.16,67.64
"MN",3,155,"DFL",20.27,31.91
"MN",3,165,"R",61.54,62.26
"MN",3,165,"DFL",25,37.74
"MN",3,175,"R",44.71,50
"MN",3,175,"DFL",49.41,50
"MN",3,185,"R",59.05,53.92
"MN",3,185,"DFL",34.29,46.08
"MN",3,195,"R",74.17,65.13
"MN",3,195,"DFL",20.83,34.45
"MN",3,205,"R",75,74.72
"MN",3,205,"DFL",20,25.28
"MN",3,215,"R",71.96,65.28
"MN",3,215,"DFL",23.62,34.34
"MN",3,225,"R",45.65,39.13
"MN",3,225,"DFL",52.17,60.87
"MN",3,235,"R",78.38,77.78
"MN",3,235,"DFL",18.92,22.22
"MN",4,5,"R",43.1,35.9
"MN",4,5,"DFL",49.14,64.1
"MN",4,15,"R",55.09,55.96
"MN",4,15,"DFL",34.35,43.97
"MN",4,25,"R",43.92,44.58
"MN",4,25,"DFL",46.47,55.12
"MN",4,32,"R",54.15,50
"MN",4,32,"DFL",37.56,49.49
"MN",4,40,"R",45.1,46.7
"MN",4,40,"DFL",43.9,53.09
"MN",4,50,"R",55.74,54.1
"MN",4,50,"DFL",37.7,45.9
"MN",4,60,"R",68.18,47.95
"MN",4,60,"DFL",28.41,52.05
"MN",4,70,"R",66.98,57.28
"MN",4,70,"DFL",25.47,41.75
"MN",4,80,"R",53.81,50.89
"MN",4,80,"DFL",37.88,49.11
"MN",4,90,"R",56.88,55.18
"MN",4,90,"DFL",33.15,44.82
"MN",4,100,"R",77.78,55.56
"MN",4,100,"DFL",22.22,44.44
"MN",4,110,"R",71.56,50
"MN",4,110,"DFL",22.02,50
"MN",4,120,"R",63.28,39.06
"MN",4,120,"DFL",30.47,60.94
"MN",4,130,"R",68.97,60.84
"MN",4,130,"DFL",21.72,39.16
"MN",4,140,"R",80,70
"MN",4,140,"DFL",20,30
"MN",4,150,"R",58.46,58.46
"MN",4,150,"DFL",29.23,40
"MN",4,160,"R",58.2,57.27
"MN",4,160,"DFL",31.15,42.73
"MN",4,170,"R",57.68,59.2
"MN",4,170,"DFL",33.23,40.71
"MN",4,175,"R",100,88.89
"MN",4,175,"DFL",0,11.11
"MN",4,185,"R",60.43,53.87
"MN",4,185,"DFL",29.74,45.89
"MN",4,195,"R",2.34,3.81
"MN",4,195,"DFL",88.15,96.19
"MN",4,202,"R",5.33,4.33
"MN",4,202,"DFL",86.69,95.36
"MN",4,210,"R",93.75,77.17
"MN",4,210,"DFL",4.17,22.83
"MN",4,220,"R",54.55,61.36
"MN",4,220,"DFL",29.55,38.64
"MN",4,230,"R",77.27,61.9
"MN",4,230,"DFL",22.73,38.1
"MN",4,240,"R",85.09,80.77
"MN",4,240,"DFL",11.8,19.23
"MN",4,250,"R",30.96,30.96
"MN",4,250,"DFL",60.8,68.81
"MN",4,260,"R",56.7,52.93
"MN",4,260,"DFL",35.71,46.82
"MN",4,270,"R",51.99,53.7
"MN",4,270,"DFL",41.06,46.3
"MN",4,280,"R",66.67,53.33
"MN",4,280,"DFL",33.33,46.67
"MN",4,290,"R",54.17,39.44
"MN",4,290,"DFL",33.33,60.56
"MN",4,300,"R",67.44,46.51
"MN",4,300,"DFL",25.58,53.49
"MN",5,10,"R",68.46,68.91
"MN",5,10,"DFL",24.31,30.91
"MN",5,20,"R",76.22,71.96
"MN",5,20,"DFL",19.11,28.04
"MN",5,30,"R",80.92,75.74
"MN",5,30,"DFL",14.45,24.26
"MN",5,40,"R",77.92,76.77
"MN",5,40,"DFL",17.13,23.23
"MN",5,50,"R",71.59,72.03
"MN",5,50,"DFL",22.35,27.77
"MN",5,60,"R",71.15,71.71
"MN",5,60,"DFL",20.72,28.17
"MN",5,70,"R",48.13,47.57
"MN",5,70,"DFL",41.15,46.3
"MN",5,80,"R",43.38,40.26
"MN",5,80,"DFL",45.03,52.92
"MN",5,85,"R",38.03,33.33
"MN",5,85,"DFL",50.45,57.7
"MN",5,90,"R",77.47,78.03
"MN",5,90,"DFL",17.66,21.5
"MN",5,100,"R",61.2,61.65
"MN",5,100,"DFL",32.64,38.16
"MN",5,110,"R",61.02,65.55
"MN",5,110,"DFL",31.16,34.25
"MN",5,112,"R",60.91,68.14
"MN",5,112,"DFL",29.82,31.73
"MN",5,120,"R",69.58,71.55
"MN",5,120,"DFL",24.36,27.97
"MN",6,10,"R",49.23,67.69
"MN",6,10,"DFL",43.08,32.31
"MN",6,20,"R",30,60
"MN",6,20,"DFL",70,40
"MN",6,30,"R",47.89,72.46
"MN",6,30,"DFL",45.07,27.54
"MN",6,35,"R",53.8,59.78
"MN",6,35,"DFL",40.76,40.22
"MN",6,45,"R",54.22,57.14
"MN",6,45,"DFL",38.55,42.86
"MN",6,55,"R",60.71,69.09
"MN",6,55,"DFL",25,30.91
"MN",6,60,"R",63.16,81.58
"MN",6,60,"DFL",23.68,18.42
"MN",6,70,"R",58,55.1
"MN",6,70,"DFL",34,44.9
"MN",6,80,"R",58.1,63.89
"MN",6,80,"DFL",33.43,36.11
"MN",6,86,"R",63.46,75
"MN",6,86,"DFL",28.85,25
"MN",6,95,"R",63.21,61.54
"MN",6,95,"DFL",31.13,38.46
"MN",7,5,"R",61.34,71.24
"MN",7,5,"DFL",27.31,28.33
"MN",7,15,"R",58.29,70.52
"MN",7,15,"DFL",33.14,29.48
"MN",7,25,"R",67.92,82.57
"MN",7,25,"DFL",19.81,16.51
"MN",7,35,"R",64.84,73.16
"MN",7,35,"DFL",29.25,26.84
"MN",7,50,"R",57.34,60.36
"MN",7,50,"DFL",30.07,39.27
"MN",7,60,"R",55.08,61.51
"MN",7,60,"DFL",33.44,38.49
"MN",7,70,"R",59.57,68.3
"MN",7,70,"DFL",34.04,31.7
"MN",7,85,"R",69.59,70.68
"MN",7,85,"DFL",25.26,28.8
"MN",7,95,"R",56.87,64.03
"MN",7,95,"DFL",35.23,35.64
"MN",7,205,"R",62.82,62.99
"MN",7,205,"DFL",32.05,37.01
"MN",7,212,"R",42.86,66.67
"MN",7,212,"DFL",57.14,33.33
"MN",7,220,"R",83.49,79.05
"MN",7,220,"DFL",11.01,20.95
"MN",7,230,"R",55.05,62.38
"MN",7,230,"DFL",31.97,37.62
"MN",7,240,"R",36.54,33.33
"MN",7,240,"DFL",51.44,61.27
"MN",7,245,"R",55.73,60.05
"MN",7,245,"DFL",36.23,39.67
"MN",7,255,"R",61.94,66.92
"MN",7,255,"DFL",27.61,33.08
"MN",8,5,"R",76.44,81.61
"MN",8,5,"DFL",17.24,18.39
"MN",8,15,"R",84.71,82.35
"MN",8,15,"DFL",10.19,17.65
"MN",8,25,"R",69.73,68.48
"MN",8,25,"DFL",21.08,31.52
"MN",8,35,"R",81.82,84.4
"MN",8,35,"DFL",15.38,15.6
"MN",8,45,"R",50.56,52
"MN",8,45,"DFL",33.33,48
"MN",8,55,"R",59.39,62.26
"MN",8,55,"DFL",32.73,37.74
"MN",8,65,"R",54.6,63.58
"MN",8,65,"DFL",28.22,36.42
"MN",8,75,"R",64.15,68.22
"MN",8,75,"DFL",19.81,31.78
"MN",8,85,"R",54.46,57.85
"MN",8,85,"DFL",35.37,42.15
"MN",8,95,"R",57.73,58.67
"MN",8,95,"DFL",32.8,40.78
"MN",8,105,"R",56.7,60.48
"MN",8,105,"DFL",31.7,39.4
"MN",8,115,"R",57.27,69.75
"MN",8,115,"DFL",30.93,30.15
"MN",8,125,"R",85.63,82.94
"MN",8,125,"DFL",6.59,17.06
"MN",8,135,"R",64.44,66.52
"MN",8,135,"DFL",27.6,33.48
"MN",8,145,"R",67.21,70.35
"MN",8,145,"DFL",26.84,29.65
"MN",8,155,"R",88.65,86.67
"MN",8,155,"DFL",5.95,13.33
"MN",9,5,"R",49.78,44.69
"MN",9,5,"DFL",39.83,55.31
"MN",9,15,"R",52.56,37.72
"MN",9,15,"DFL",38.89,62.28
"MN",9,25,"R",53.33,55.93
"MN",9,25,"DFL",38.33,44.07
"MN",9,35,"R",35,33.67
"MN",9,35,"DFL",52.5,66.33
"MN",9,45,"R",40.86,36.66
"MN",9,45,"DFL",49.28,63.14
"MN",9,55,"R",42.73,38.01
"MN",9,55,"DFL",49.3,61.81
"MN",9,65,"R",19.62,13.83
"MN",9,65,"DFL",69.43,86.17
"MN",9,70,"R",44.29,36.92
"MN",9,70,"DFL",50,63.08
"MN",9,80,"R",55.06,44.84
"MN",9,80,"DFL",40.19,55.16
"MN",9,90,"R",57.93,47.17
"MN",9,90,"DFL",31.1,52.83
"MN",9,100,"R",46.23,40.38
"MN",9,100,"DFL",46.23,59.62
"MN",9,110,"R",36.69,29.63
"MN",9,110,"DFL",52,70.37
"MN",9,118,"R",30,10
"MN",9,118,"DFL",70,90
"MN",9,125,"R",51.39,46.76
"MN",9,125,"DFL",40.28,53.24
"MN",9,135,"R",37.64,33.33
"MN",9,135,"DFL",54.49,66.47
"MN",9,145,"R",52.31,42.25
"MN",9,145,"DFL",39.23,57.75
"MN",9,155,"R",56.98,41.18
"MN",9,155,"DFL",32.56,58.82
"MN",9,170,"R",45.8,40.72
"MN",9,170,"DFL",46.37,58.86
"MN",9,180,"R",46.3,41.67
"MN",9,180,"DFL",44.36,58.33
"MN",10,5,"R",70.38,76.36
"MN",10,5,"DFL",23.53,23.43
"MN",10,15,"R",49.4,63.01
"MN",10,15,"DFL",40.12,36.9
"MN",10,37,"R",44.41,60.22
"MN",10,37,"DFL",46.25,39.61
"MN",10,40,"R",48.49,62.48
"MN",10,40,"DFL",40.56,37.3
"MN",10,50,"R",44.52,59.48
"MN",10,50,"DFL",43.69,40.38
"MN",10,65,"R",60.27,67.7
"MN",10,65,"DFL",31.17,32.3
"MN",10,72,"R",57.14,76.19
"MN",10,72,"DFL",35.71,23.81
"MN",10,80,"R",71.5,80.2
"MN",10,80,"DFL",18.84,19.8
"MN",10,90,"R",61.47,75.31
"MN",10,90,"DFL",27.88,24.69
"MN",10,100,"R",74.75,80.42
"MN",10,100,"DFL",15.15,19.58
"MN",10,110,"R",64.58,69.18
"MN",10,110,"DFL",27.46,30.65
"MN",10,117,"R",50.53,66.87
"MN",10,117,"DFL",40.36,33.07
"MN",10,120,"R",54.36,69.32
"MN",10,120,"DFL",36.49,30.61
"MN",10,130,"R",66.31,75.81
"MN",10,130,"DFL",25.98,24.05
"MN",10,140,"R",66.92,77.53
"MN",10,140,"DFL",26.79,22.34
"MN",11,5,"R",82.5,89.47
"MN",11,5,"DFL",10,10.53
"MN",11,15,"R",66.41,67.48
"MN",11,15,"DFL",25.39,32.11
"MN",11,25,"R",41.94,32.14
"MN",11,25,"DFL",54.84,67.86
"MN",11,35,"R",64.25,66.31
"MN",11,35,"DFL",29.79,33.69
"MN",11,45,"R",54.76,55.7
"MN",11,45,"DFL",38.1,44.3
"MN",11,55,"R",71.05,50
"MN",11,55,"DFL",26.32,50
"MN",11,65,"R",77.78,72.29
"MN",11,65,"DFL",16.67,27.71
"MN",11,75,"R",25.11,24.4
"MN",11,75,"DFL",62.33,74.16
"MN",11,85,"R",50.4,53.24
"MN",11,85,"DFL",42.97,46.2
"MN",11,95,"R",65.43,74.96
"MN",11,95,"DFL",29.29,25.04
"MN",11,105,"R",51.06,41.86
"MN",11,105,"DFL",42.55,58.14
"MN",11,115,"R",51.98,45.83
"MN",11,115,"DFL",44.07,54.17
"MN",11,120,"R",54.96,54.66
"MN",11,120,"DFL",40.08,44.94
"MN",11,130,"R",63.55,57.8
"MN",11,130,"DFL",31.78,42.2
"MN",11,140,"R",67.27,75.4
"MN",11,140,"DFL",27.44,24.6
"MN",11,150,"R",61.22,56.52
"MN",11,150,"DFL",26.53,43.48
"MN",11,160,"R",63.87,67.42
"MN",11,160,"DFL",28.47,32.58
"MN",11,170,"R",74.18,75.24
"MN",11,170,"DFL",19.25,24.76
"MN",11,180,"R",82.61,73.33
"MN",11,180,"DFL",14.13,26.67
"MN",11,187,"R",100,77.78
"MN",11,187,"DFL",0,22.22
"MN",11,190,"R",29.21,28.39
"MN",11,190,"DFL",58.76,71.43
"MN",11,200,"R",47.33,53.33
"MN",11,200,"DFL",41.33,46
"MN",11,210,"R",72.1,67.97
"MN",11,210,"DFL",20.55,31.86
"MN",11,220,"R",76.12,80
"MN",11,220,"DFL",7.46,18.46
"MN",11,230,"R",58.54,53.37
"MN",11,230,"DFL",32.93,46.63
"MN",11,237,"R",100,100
"MN",11,237,"DFL",0,0
"MN",11,245,"R",77.78,70.59
"MN",11,245,"DFL",16.67,29.41
"MN",11,250,"R",60.22,60.47
"MN",11,250,"DFL",33.23,39.31
"MN",11,255,"R",63.25,64.1
"MN",11,255,"DFL",28.21,35.9
"MN",11,262,"R",33.33,50
"MN",11,262,"DFL",50,50
"MN",11,270,"R",63.64,65.05
"MN",11,270,"DFL",29.95,34.95
"MN",11,280,"R",64.75,66.96
"MN",11,280,"DFL",32.79,33.04
"MN",11,290,"R",60.41,59.85
"MN",11,290,"DFL",34.47,40.15
"MN",11,300,"R",66.83,73.47
"MN",11,300,"DFL",23.41,26.02
"MN",11,310,"R",41.4,35.87
"MN",11,310,"DFL",52.15,64.13
"MN",11,315,"R",74.31,77.66
"MN",11,315,"DFL",17.71,22.34
"MN",11,320,"R",53.42,53.99
"MN",11,320,"DFL",41.1,45.81
"MN",12,10,"R",67.07,48.84
"MN",12,10,"DFL",26.39,51.16
"MN",12,20,"R",73.77,63.93
"MN",12,20,"DFL",14.75,36.07
"MN",12,30,"R",68.09,57.25
"MN",12,30,"DFL",25.53,42.75
"MN",12,35,"R",63.64,27.59
"MN",12,35,"DFL",29.55,72.41
"MN",12,45,"R",63.16,46.71
"MN",12,45,"DFL",25.66,53.29
"MN",12,55,"R",64.63,51.85
"MN",12,55,"DFL",23.17,48.15
"MN",12,65,"R",68.67,42.07
"MN",12,65,"DFL",25.9,57.93
"MN",12,75,"R",54.09,47.88
"MN",12,75,"DFL",36.5,52.12
"MN",12,100,"R",0,0
"MN",12,100,"DFL",0,0
"MN",12,110,"R",78.53,56.84
"MN",12,110,"DFL",18.32,43.16
"MN",12,120,"R",67.88,45.59
"MN",12,120,"DFL",22.63,54.41
"MN",12,130,"R",68.48,54.35
"MN",12,130,"DFL",26.09,45.65
"MN",13,5,"R",62.05,56.41
"MN",13,5,"DFL",30.55,43.59
"MN",13,20,"R",58.86,56.62
"MN",13,20,"DFL",33.48,43.27
"MN",13,30,"R",58.06,57.58
"MN",13,30,"DFL",34.34,42.42
"MN",13,40,"R",58.38,60.87
"MN",13,40,"DFL",35.05,38.92
"MN",13,50,"R",66.67,66.26
"MN",13,50,"DFL",24.76,33.46
"MN",13,60,"R",66.09,56.18
"MN",13,60,"DFL",25.88,43.73
"MN",13,66,"R",62.74,56.65
"MN",13,66,"DFL",28.23,43.22
"MN",13,70,"R",58.33,48.98
"MN",13,70,"DFL",30.86,50.92
"MN",13,80,"R",61.47,59.35
"MN",13,80,"DFL",29.26,40.42
"MN",13,86,"R",58.06,53.33
"MN",13,86,"DFL",38.71,46.67
"MN",13,95,"R",65.81,60.92
"MN",13,95,"DFL",25.55,38.99
"MN",13,105,"R",60.43,59.09
"MN",13,105,"DFL",30.71,40.79
"MN",14,10,"R",56.46,44.72
"MN",14,10,"DFL",36.1,55.28
"MN",14,20,"R",57.96,46.17
"MN",14,20,"DFL",35.63,53.58
"MN",14,30,"R",54.55,47.73
"MN",14,30,"DFL",29.55,52.27
"MN",14,40,"R",48.54,39.38
"MN",14,40,"DFL",41.97,60.42
"MN",14,50,"R",56.97,42.68
"MN",14,50,"DFL",39.39,57.32
"MN",14,60,"R",65,43.04
"MN",14,60,"DFL",32.5,56.96
"MN",14,70,"R",59.18,46.81
"MN",14,70,"DFL",30.61,53.19
"MN",14,80,"R",51.52,31.82
"MN",14,80,"DFL",40.91,68.18
"MN",14,90,"R",60.59,56.97
"MN",14,90,"DFL",29.41,43.03
"MN",14,100,"R",55.42,50
"MN",14,100,"DFL",32.53,50
"MN",14,110,"R",53.33,45.04
"MN",14,110,"DFL",36.3,54.96
"MN",14,120,"R",43.16,34.02
"MN",14,120,"DFL",51.58,65.98
"MN",14,130,"R",65.75,47.83
"MN",14,130,"DFL",30.82,52.17
"MN",14,140,"R",71.19,62.5
"MN",14,140,"DFL",20.34,36.9
"MN",14,150,"R",64.74,58.6
"MN",14,150,"DFL",32.05,41.4
"MN",14,157,"R",55.94,54.7
"MN",14,157,"DFL",36.14,45.3
"MN",14,165,"R",42.28,40.65
"MN",14,165,"DFL",48.96,59.35
"MN",14,175,"R",35.88,38.51
"MN",14,175,"DFL",50.95,60.69
"MN",14,185,"R",25.44,34.08
"MN",14,185,"DFL",61.25,65.47
"MN",14,195,"R",40.02,38.44
"MN",14,195,"DFL",49.91,61.47
"MN",14,205,"R",40.4,40.23
"MN",14,205,"DFL",49.55,59.77
"MN",14,212,"R",44.64,44.47
"MN",14,212,"DFL",45.82,55.4
"MN",14,215,"R",56,44.44
"MN",14,215,"DFL",37,55.56
"MN",14,220,"R",64.55,54.29
"MN",14,220,"DFL",29.09,45.71
"MN",14,230,"R",62.24,52.19
"MN",14,230,"DFL",30.21,47.81
"MN",14,240,"R",61.28,47.55
"MN",14,240,"DFL",28.62,52.45
"MN",14,250,"R",63.5,48.84
"MN",14,250,"DFL",30.66,51.16
"MN",14,260,"R",41.3,31.87
"MN",14,260,"DFL",49.39,67.73
"MN",14,270,"R",41.18,34
"MN",14,270,"DFL",45.1,66
"MN",15,10,"R",68.12,74.24
"MN",15,10,"DFL",24.64,25.76
"MN",15,20,"R",75.81,55
"MN",15,20,"DFL",20.97,45
"MN",15,30,"R",75.9,66.67
"MN",15,30,"DFL",19.49,33.33
"MN",15,40,"R",68.42,60.55
"MN",15,40,"DFL",28.07,39.45
"MN",15,50,"R",82.93,61.9
"MN",15,50,"DFL",17.07,38.1
"MN",15,56,"R",42.86,28.57
"MN",15,56,"DFL",57.14,71.43
"MN",15,65,"R",60.44,57.95
"MN",15,65,"DFL",30.77,42.05
"MN",15,75,"R",78.3,64.93
"MN",15,75,"DFL",16.98,35.07
"MN",15,85,"R",72.26,70.15
"MN",15,85,"DFL",24.82,29.85
"MN",15,95,"R",73.47,68.64
"MN",15,95,"DFL",20,31.36
"MN",15,105,"R",68.23,64.36
"MN",15,105,"DFL",27.44,35.64
"MN",15,115,"R",72.46,53.62
"MN",15,115,"DFL",21.74,44.93
"MN",15,125,"R",73.56,75.58
"MN",15,125,"DFL",21.84,24.42
"MN",15,135,"R",100,60
"MN",15,135,"DFL",0,40
"MN",16,5,"R",29.28,28.16
"MN",16,5,"DFL",58.01,71.26
"MN",16,15,"R",29.77,27.32
"MN",16,15,"DFL",60.84,72.68
"MN",16,25,"R",38.43,40.93
"MN",16,25,"DFL",46.29,59.07
"MN",16,35,"R",34.41,30.17
"MN",16,35,"DFL",59.16,69.49
"MN",16,45,"R",39.2,31.97
"MN",16,45,"DFL",50.4,68.03
"MN",16,55,"R",30.14,32.86
"MN",16,55,"DFL",60.96,66.43
"MN",16,65,"R",40.79,30.8
"MN",16,65,"DFL",51.54,68.74
"MN",17,10,"R",77.5,83.54
"MN",17,10,"DFL",20,16.46
"MN",17,20,"R",77.94,72.06
"MN",17,20,"DFL",17.65,27.94
